2.01.2021;Włodek;07:55:46;WE
2.01.2021;Włodek;15:23:54;WY
2.01.2021;Rafał;06:34:16;WE
2.01.2021;Rafał;14:14:02;WY
2.01.2021;Irek;07:37:19;WE
2.01.2021;Irek;15:08:33;WY
2.01.2021;Roman;07:24:24;WE
2.01.2021;Roman;14:54:26;WY
3.01.2021;Włodek;07:30:22;WE
3.01.2021;Włodek;15:09:32;WY
4.01.2021;Włodek;08:14:01;WE
4.01.2021;Włodek;16:47:35;WY
4.01.2021;Rafał;06:42:17;WE
4.01.2021;Rafał;14:29:40;WY
4.01.2021;Irek;07:35:53;WE
4.01.2021;Irek;15:31:43;WY
4.01.2021;Roman;07:07:15;WE
4.01.2021;Roman;15:34:43;WY
5.01.2021;Włodek;08:20:29;WE
5.01.2021;Włodek;15:57:16;WY
5.01.2021;Rafał;06:00:12;WE
5.01.2021;Rafał;13:51:01;WY
5.01.2021;Irek;06:21:16;WE
5.01.2021;Irek;14:14:58;WY
5.01.2021;Roman;07:20:02;WE
5.01.2021;Roman;15:53:08;WY
6.01.2021;Włodek;07:20:46;WE
6.01.2021;Włodek;14:30:09;WY
6.01.2021;Rafał;06:24:28;WE
6.01.2021;Rafał;15:07:24;WY
6.01.2021;Irek;08:16:05;WE
6.01.2021;Irek;17:30:38;WY
6.01.2021;Roman;06:47:03;WE
6.01.2021;Roman;14:54:39;WY
7.01.2021;Włodek;06:57:34;WE
7.01.2021;Włodek;14:55:01;WY
7.01.2021;Rafał;07:02:16;WE
7.01.2021;Rafał;15:47:48;WY
7.01.2021;Irek;06:18:42;WE
7.01.2021;Irek;14:47:11;WY
7.01.2021;Roman;07:06:19;WE
7.01.2021;Roman;14:46:42;WY
8.01.2021;Włodek;06:17:55;WE
8.01.2021;Włodek;13:46:14;WY
8.01.2021;Rafał;06:15:52;WE
8.01.2021;Rafał;13:02:03;WY
9.01.2021;Włodek;07:38:45;WE
9.01.2021;Włodek;16:17:13;WY
9.01.2021;Rafał;07:00:27;WE
9.01.2021;Rafał;16:04:38;WY
9.01.2021;Irek;07:03:12;WE
9.01.2021;Irek;15:09:10;WY
9.01.2021;Roman;06:18:51;WE
9.01.2021;Roman;14:06:02;WY
10.01.2021;Włodek;07:12:17;WE
10.01.2021;Włodek;16:02:50;WY
11.01.2021;Włodek;06:05:14;WE
11.01.2021;Włodek;13:34:51;WY
11.01.2021;Rafał;08:07:54;WE
11.01.2021;Rafał;16:27:51;WY
11.01.2021;Irek;07:44:57;WE
11.01.2021;Irek;15:27:17;WY
11.01.2021;Roman;06:10:25;WE
11.01.2021;Roman;14:07:27;WY
12.01.2021;Włodek;07:28:46;WE
12.01.2021;Włodek;15:32:15;WY
12.01.2021;Rafał;06:41:47;WE
12.01.2021;Rafał;15:55:20;WY
13.01.2021;Włodek;07:20:30;WE
13.01.2021;Włodek;15:27:49;WY
