29.08.2021;Włodek;06:38:57;14:20:01;07:41:05
29.08.2021;Rafał;06:02:59;13:48:59;07:46:00
29.08.2021;Irek;06:17:52;14:03:41;07:45:49
30.08.2021;Włodek;07:02:58;15:45:55;08:42:57
30.08.2021;Rafał;07:10:03;15:38:21;08:28:18
30.08.2021;Irek;08:18:31;16:17:09;07:58:38
30.08.2021;Roman;07:53:54;15:38:11;07:44:16
31.08.2021;Włodek;06:10:09;14:37:38;08:27:29
31.08.2021;Rafał;07:06:16;15:09:47;08:03:31
31.08.2021;Irek;07:51:14;16:50:35;08:59:21
1.09.2021;Włodek;07:54:05;16:13:52;08:19:47
1.09.2021;Rafał;08:21:59;15:55:45;07:33:46
1.09.2021;Irek;07:29:20;15:26:27;07:57:06
1.09.2021;Roman;07:55:27;16:00:33;08:05:06
2.09.2021;Włodek;06:00:09;12:28:27;06:28:18
3.09.2021;Włodek;07:29:49;14:09:27;06:39:38
3.09.2021;Rafał;08:19:16;15:31:29;07:12:12
3.09.2021;Irek;07:11:43;14:53:45;07:42:02
3.09.2021;Roman;07:20:36;15:05:47;07:45:11
4.09.2021;Włodek;07:54:02;15:55:42;08:01:39
5.09.2021;Włodek;06:49:00;15:28:57;08:39:57
6.09.2021;Włodek;06:44:54;15:04:19;08:19:26
7.09.2021;Włodek;07:00:34;15:07:06;08:06:32
8.09.2021;Włodek;06:09:55;15:04:37;08:54:42
8.09.2021;Rafał;06:19:07;15:05:48;08:46:41
8.09.2021;Irek;07:17:26;16:09:33;08:52:07
9.09.2021;Włodek;08:20:40;16:12:22;07:51:42
9.09.2021;Rafał;07:54:42;14:44:41;06:49:59
9.09.2021;Irek;06:14:48;14:12:55;07:58:07
9.09.2021;Roman;06:38:36;14:08:43;07:30:07
10.09.2021;Włodek;07:55:08;15:17:19;07:22:11
10.09.2021;Rafał;08:16:49;16:03:40;07:46:51
10.09.2021;Irek;06:02:10;14:10:53;08:08:43
10.09.2021;Roman;06:37:27;14:51:28;08:14:01
11.09.2021;Włodek;06:46:38;14:51:57;08:05:19
12.09.2021;Włodek;07:35:48;15:41:35;08:05:48
12.09.2021;Rafał;08:01:57;16:21:42;08:19:45
12.09.2021;Irek;06:32:10;14:44:09;08:11:59
12.09.2021;Roman;06:37:08;14:05:51;07:28:43
13.09.2021;Włodek;07:21:08;14:53:58;07:32:50
14.09.2021;Włodek;06:33:23;14:22:46;07:49:22
14.09.2021;Rafał;06:39:07;13:50:54;07:11:47
14.09.2021;Irek;08:23:56;16:27:50;08:03:54
14.09.2021;Roman;07:16:31;16:06:29;08:49:59
15.09.2021;Włodek;07:47:07;15:04:24;07:17:17
15.09.2021;Rafał;08:01:33;15:48:04;07:46:30
15.09.2021;Irek;07:13:08;15:01:32;07:48:24
15.09.2021;Roman;06:00:45;14:24:41;08:23:56
16.09.2021;Włodek;07:28:38;14:22:37;06:53:58
16.09.2021;Rafał;06:23:25;14:40:12;08:16:47
16.09.2021;Irek;06:27:51;14:02:07;07:34:16
17.09.2021;Włodek;07:28:43;15:25:29;07:56:46
17.09.2021;Rafał;06:48:51;15:35:58;08:47:07
17.09.2021;Irek;08:12:31;15:56:40;07:44:09
17.09.2021;Roman;08:06:33;16:17:50;08:11:17
18.09.2021;Włodek;07:50:53;14:46:36;06:55:43
18.09.2021;Rafał;08:05:23;16:55:02;08:49:39
18.09.2021;Irek;07:21:50;16:16:03;08:54:12
18.09.2021;Roman;06:55:48;16:02:18;09:06:30
19.09.2021;Włodek;07:33:49;14:34:19;07:00:30
19.09.2021;Rafał;06:16:18;14:28:13;08:11:56
20.09.2021;Włodek;07:09:18;15:19:16;08:09:57
20.09.2021;Rafał;06:30:07;14:19:31;07:49:24
20.09.2021;Irek;06:05:32;13:32:43;07:27:11
20.09.2021;Roman;06:47:20;15:05:35;08:18:15
21.09.2021;Włodek;06:20:16;14:16:16;07:56:01
21.09.2021;Rafał;06:26:28;15:30:20;09:03:51
22.09.2021;Włodek;07:54:59;15:23:27;07:28:29
22.09.2021;Rafał;06:40:19;14:47:52;08:07:34
22.09.2021;Irek;08:18:49;16:22:28;08:03:39
22.09.2021;Roman;08:05:12;16:26:37;08:21:25
23.09.2021;Włodek;07:21:51;15:03:04;07:41:13
23.09.2021;Rafał;06:12:00;14:24:28;08:12:28
23.09.2021;Irek;07:17:22;14:19:58;07:02:36
23.09.2021;Roman;06:28:45;14:34:38;08:05:53
24.09.2021;Włodek;06:42:53;14:24:58;07:42:05
24.09.2021;Rafał;07:41:21;15:23:57;07:42:36
25.09.2021;Włodek;07:57:02;15:39:35;07:42:33
25.09.2021;Rafał;06:42:55;13:57:26;07:14:31
25.09.2021;Irek;06:28:24;15:36:38;09:08:14
25.09.2021;Roman;07:48:52;15:26:59;07:38:07
26.09.2021;Włodek;08:02:33;15:38:09;07:35:36
26.09.2021;Rafał;07:46:49;16:14:23;08:27:34
26.09.2021;Irek;07:35:24;15:05:19;07:29:56
27.09.2021;Włodek;06:47:35;15:33:46;08:46:11
27.09.2021;Rafał;07:16:14;14:20:01;07:03:48
27.09.2021;Irek;06:01:51;14:19:37;08:17:46
27.09.2021;Roman;06:17:46;15:07:33;08:49:47
28.09.2021;Włodek;07:42:21;15:07:19;07:24:58
28.09.2021;Rafał;07:16:29;15:49:28;08:32:58
29.09.2021;Włodek;07:54:16;16:45:18;08:51:02
29.09.2021;Rafał;06:27:06;14:32:24;08:05:18
29.09.2021;Irek;08:23:16;16:15:04;07:51:48
30.09.2021;Włodek;06:23:40;14:20:09;07:56:29
1.10.2021;Włodek;07:12:45;15:38:30;08:25:45
2.10.2021;Włodek;08:04:20;16:35:07;08:30:47
2.10.2021;Rafał;08:08:13;15:27:41;07:19:28
2.10.2021;Irek;07:37:51;14:30:52;06:53:01
2.10.2021;Roman;08:16:23;15:26:27;07:10:03
3.10.2021;Włodek;08:18:56;15:47:15;07:28:19
3.10.2021;Rafał;06:20:37;14:46:15;08:25:38
3.10.2021;Irek;06:55:50;13:47:31;06:51:41
3.10.2021;Roman;06:56:28;15:20:52;08:24:25
4.10.2021;Włodek;07:15:01;15:52:33;08:37:32
5.10.2021;Włodek;06:06:08;14:32:44;08:26:36
6.10.2021;Włodek;07:01:45;14:28:07;07:26:22
6.10.2021;Rafał;07:05:22;16:06:22;09:01:00
6.10.2021;Irek;06:11:04;14:14:38;08:03:34
6.10.2021;Roman;07:27:29;15:30:32;08:03:03
7.10.2021;Włodek;07:15:20;14:31:15;07:15:55
8.10.2021;Włodek;07:32:52;14:39:48;07:06:55
8.10.2021;Rafał;06:53:42;15:44:32;08:50:50
8.10.2021;Irek;06:28:09;13:33:11;07:05:02
8.10.2021;Roman;06:19:03;15:03:22;08:44:19
9.10.2021;Włodek;08:11:01;16:37:23;08:26:22
9.10.2021;Rafał;06:57:40;14:10:20;07:12:39
10.10.2021;Włodek;06:19:22;13:33:30;07:14:08
10.10.2021;Rafał;06:31:12;15:53:32;09:22:20
10.10.2021;Irek;06:10:47;13:45:46;07:34:59
10.10.2021;Roman;06:12:29;14:08:07;07:55:38
11.10.2021;Włodek;06:17:24;15:09:11;08:51:48
11.10.2021;Rafał;08:13:02;15:40:13;07:27:12
11.10.2021;Irek;06:40:51;14:42:58;08:02:06
11.10.2021;Roman;07:57:54;15:36:27;07:38:33
12.10.2021;Włodek;06:13:03;14:56:10;08:43:08
12.10.2021;Rafał;06:30:51;14:28:03;07:57:12
12.10.2021;Irek;07:33:38;15:42:51;08:09:14
13.10.2021;Włodek;07:58:18;15:12:29;07:14:12
13.10.2021;Rafał;08:18:18;15:47:00;07:28:42
13.10.2021;Irek;06:18:46;14:00:48;07:42:02
13.10.2021;Roman;06:05:49;13:54:35;07:48:46
14.10.2021;Włodek;07:58:06;15:22:12;07:24:05
14.10.2021;Rafał;06:01:50;13:52:21;07:50:31
14.10.2021;Irek;06:48:10;14:26:53;07:38:43
15.10.2021;Włodek;07:11:29;15:22:31;08:11:01
15.10.2021;Rafał;06:05:06;14:23:21;08:18:15
15.10.2021;Irek;07:19:52;15:20:38;08:00:46
16.10.2021;Włodek;06:29:33;14:38:19;08:08:45
16.10.2021;Rafał;07:51:46;15:18:49;07:27:03
16.10.2021;Irek;08:06:27;16:16:51;08:10:23
17.10.2021;Włodek;08:06:01;16:10:35;08:04:33
17.10.2021;Rafał;07:06:03;15:23:27;08:17:23
17.10.2021;Irek;07:17:42;15:41:13;08:23:31
18.10.2021;Włodek;06:14:42;14:26:35;08:11:53
18.10.2021;Rafał;06:54:56;16:07:56;09:13:00
